@MeasurementDateGMT,@LocalAuthorityName,@SiteCode,@SiteName,@SiteType,@SpeciesCode,@Value,@DateClosed,@DateOpened,@Latitude,@Longitude
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK5,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK9,,,NO2,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK5,,,PM10,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,NO2,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK6,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK9,,,PM10,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
,,SK7,,,NO2,,,,,
